media_score,varianza_params,prob_mut,prob_cross
0.733290948275862,0.12027989113685052,0.5,0.5000000000000001
0.7377442789968651,0.09503598144816096,0.6,0.40000000000000013
0.7317520376175548,0.10598787105043903,0.7,0.30000000000000016
0.7291751959247648,0.13910941577629798,0.6,0.40000000000000013
0.7351920062695925,0.11533753509035628,0.7,0.30000000000000016
0.7285110501567398,0.1402962293299925,0.6,0.40000000000000013
0.7245836598746083,0.13408681145749177,0.5,0.5000000000000001
0.7346292319749217,0.11997209794212736,0.6,0.40000000000000013
0.7325263322884012,0.1348771042333673,0.5,0.5000000000000001
0.7377180642633229,0.1234822336982193,0.4,0.6000000000000001
0.739557014106583,0.11183521327985467,0.5,0.5000000000000001
0.7319773119122257,0.12268486144936275,0.4,0.6000000000000001
0.7354037225705329,0.116971604336525,0.5,0.5000000000000001
0.7347293887147335,0.11755572911609549,0.6,0.40000000000000013
0.7301639106583073,0.1375040307753976,0.5,0.5000000000000001
0.7334411833855802,0.12262269885168074,0.4,0.6000000000000001
0.73950736677116,0.09756201385687241,0.5,0.5000000000000001
0.7374314655172415,0.10646629722269828,0.6,0.40000000000000013
0.73462868338558,0.12490464463402497,0.5,0.5000000000000001
0.737080289968652,0.11643384559115753,0.6,0.40000000000000013
0.7320272727272727,0.12524258906178287,0.5,0.5000000000000001
0.7399333072100315,0.10343665076822274,0.6,0.40000000000000013
0.7324028996865205,0.12867431527749018,0.5,0.5000000000000001
0.7386686912225706,0.12345457504451808,0.4,0.6000000000000001
0.7395439655172414,0.11145724236965644,0.5,0.5000000000000001
0.7328160658307209,0.1270233210347098,0.4,0.6000000000000001
0.732716065830721,0.12126772090435713,0.30000000000000004,0.7000000000000001
0.7340410658307209,0.1173085597535144,0.4,0.6000000000000001
0.7308008620689654,0.12261688048615836,0.30000000000000004,0.7000000000000001
0.7327261363636365,0.11533732866939556,0.4,0.6000000000000001
0.7331395768025079,0.12163674079226543,0.30000000000000004,0.7000000000000001
0.738205446708464,0.10426868703703157,0.4,0.6000000000000001
0.7358168495297805,0.12061922879348651,0.30000000000000004,0.7000000000000001
0.7379416927899686,0.11477991786229938,0.4,0.6000000000000001
0.7336903605015673,0.11353846429494396,0.5,0.5000000000000001
0.7340022335423196,0.1255167840496567,0.4,0.6000000000000001
0.7393798589341692,0.10863414647243275,0.5,0.5000000000000001
