Algorithm,Series,Iterations,T0,Tf,L,coolingFunction,Execution,MSE,Time
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,6,1.3947351158899215,0.34496450424194336
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,7,1.1814083667057838,0.3411448001861572
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,8,0.9740339172752945,0.3377397060394287
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,9,0.8705937387494641,0.3407018184661865
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,10,1.4543162808453605,0.33475828170776367
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,11,1.3329242582688912,0.3486921787261963
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,12,0.9667331161322509,0.36168670654296875
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,13,0.934380580885915,0.35719823837280273
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,14,1.5060492603035374,0.3363518714904785
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,15,1.1348559289543703,0.358182430267334
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,16,1.683722771415722,0.3514237403869629
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,17,0.9498125392373671,0.3605070114135742
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,18,0.6643243613157996,0.3483462333679199
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,19,1.322128212123694,0.3437938690185547
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,20,1.4521084488327893,0.3348379135131836
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,1,1.1716270303539262,1.3293633460998535
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,2,0.7492410184971784,1.338862657546997
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,3,1.2701214644837573,1.2800040245056152
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,4,0.928135561917552,1.3398988246917725
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,5,0.6118684127480117,1.3686697483062744
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,6,0.7392138006983733,1.357511281967163
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,7,0.6780171274634896,1.342158555984497
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,8,0.7298836979537343,1.3503906726837158
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,9,0.7042880538511899,1.3144152164459229
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,10,1.0116172083484156,1.3224222660064697
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,11,1.2447050128458403,1.32279372215271
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,12,0.9040995420292397,1.3419744968414307
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,13,1.0210620546451943,1.3702692985534668
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,14,1.0868905356945706,1.3907575607299805
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,15,1.2879843214260887,1.3567383289337158
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,16,1.0035080283530908,1.3723552227020264
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,17,1.2255023775814284,1.3727507591247559
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,18,0.6198628047467873,1.3591840267181396
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,19,0.6835815644006136,1.3571374416351318
SA_GeometricCooling,TS1.txt,200,10.0,1.0,36,Geometric,20,1.1097564604620511,1.3534910678863525
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,1,0.8497454771121044,3.337794542312622
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,2,0.5019544482670439,3.436680316925049
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,3,0.828248948590704,3.3496830463409424
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,4,0.8913096749805519,3.406222105026245
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,5,0.9680222228216299,3.4287304878234863
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,6,0.5259396733580917,3.3759143352508545
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,7,0.8198262151719475,3.3723065853118896
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,8,0.7472299776243609,3.4031858444213867
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,9,0.4035638759909508,3.450561046600342
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,10,0.803088102490166,3.4606845378875732
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,11,0.9199915212016544,3.5211806297302246
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,12,0.6629048681240897,3.58243465423584
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,13,0.7474383100371723,3.47128963470459
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,14,0.69116914831913,3.4203855991363525
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,15,0.6762671829940664,3.38698148727417
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,16,0.8279422215724543,3.3972513675689697
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,17,0.8560913999360479,3.4663751125335693
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,18,0.534975918476113,3.4303462505340576
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,19,0.6831285251247244,3.3677120208740234
SA_GeometricCooling,TS1.txt,200,10.0,1.0,90,Geometric,20,0.7914765759921129,3.3874053955078125
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,1,1.3123072189454277,0.3465442657470703
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,2,0.7059741343300937,0.35378003120422363
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,3,1.3453707791373337,0.3265416622161865
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,4,1.0213850022710114,0.3418276309967041
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,5,1.3593668160046246,0.32862138748168945
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,6,1.219761880873382,0.34823107719421387
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,7,1.1542945621516056,0.3554239273071289
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,8,0.696699689853297,0.3779416084289551
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,9,1.0996765611476755,0.3612542152404785
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,10,1.3069390527550853,0.35982608795166016
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,11,1.4062331513862603,0.3559894561767578
SA_GeometricCooling,TS1.txt,200,10.0,0.1,9,Geometric,12,0.9548220208757543,0.36958765983581543
